2020-1-22,2020-1-23,2020-1-24,2020-1-25,2020-1-26,2020-1-27,2020-1-28,2020-1-29,2020-1-30,2020-1-31,2020-2-01,2020-2-02,2020-2-03,2020-2-04,2020-2-05,2020-2-06,2020-2-07,2020-2-08,2020-2-09,2020-2-10,2020-2-11,2020-2-12,2020-2-13,2020-2-14,2020-2-15,2020-2-16,2020-2-17,2020-2-18,2020-2-19,2020-2-20,2020-2-21,2020-2-22,2020-2-23,2020-2-24,2020-2-25,2020-2-26,2020-2-27,2020-2-28,2020-2-29,2020-3-01,2020-3-02,2020-3-03,2020-3-04,2020-3-05,2020-3-06,2020-3-07,2020-3-08,2020-3-09,2020-3-10
555.0,653.0,941.0,1434.0,2118.0,2927.0,5578.0,6166.0,8234.0,9927.0,12038.0,16787.0,19881.0,23892.0,27636.0,30818.0,34392.0,37121.0,40151.0,42763.0,44803.0,45222.0,60370.0,66887.0,69032.0,71226.0,73260.0,75138.0,75641.0,76199.0,76843.0,78599.0,78985.0,79570.0,80415.0,81397.0,82756.0,84122.0,86013.0,88371.0,90309.0,92843.0,95123.0,97885.0,101799.0,105835.0,109814.0,113583.0,118582.0
